#検索キーワード	辞書	match	count	結果1	結果1_ID	結果1_検索順位	結果2	結果2_ID	結果2_検索順位	結果3	結果3_ID	結果3_検索順位	結果4	結果4_ID	結果4_検索順位	結果5	結果5_ID	結果5_検索順位	結果6	結果6_ID	結果6_検索順位	結果7	結果7_ID	結果7_検索順位	結果8	結果8_ID	結果8_検索順位	結果9	結果9_ID	結果9_検索順位	結果10	結果10_ID	結果10_検索順位
phosphate ABC transporter, phosphate-binding protein PstS	univ	cs	10	phosphate ABC transporter substrate-binding protein PstS	dd1bdc24742aff5cc7a394ee114346e8mlt_after	1	phosphate ABC transporter ATP-binding protein PstB	add092e34826947015fd624a4dfb6f31mlt_after	9	Phosphate-binding protein PstS	14650ae2b99c33c7f2fe63735fe006b2mlt_after	2	ABC transporter phosphite binding protein PhnD1	90ee48873b08c95698310f0730d8fe3amlt_after	10	Phosphate-binding protein PstS 1	b9be855ddd21fae8eb1c7099441689ebmlt_after	3	Phosphate-binding protein PstS 2	827bf1be27d00ccde27852277570bb64mlt_after	3	Phosphate-binding protein PstS 3	63e28922b03ab799eb6e0a29fd87ea55mlt_after	3	Phosphate-binding protein PstS1	ae8b4f06bddcca6962ae88242ae16226mlt_after	3	Phosphate-binding protein PstS2	7b8ce5deaba2a266e7cb916dc9b2ab45mlt_after	3	Phosphate-binding protein PstS3	5bab15998fd9697e546c9f92b949ef6amlt_after	3
phosphate acetyltransferase (Phosphotransacetylase)	univ	cs	10	phosphate acetyltransferase	67dfa08dbe3d5d4b480d98be52d42067mlt_after	1	phosphate acetyltransferase PlsX	06640c77026a29d47a71d42c4d9d3313mlt_after	2	phosphotransacetylase	b7d9112b701cd89dcc97cea7789d89abmlt_after	3	Phosphate acyltransferase	a755e51c7126260fc462cc46e4feb656mlt_after	4	Formate acetyltransferase	b974491de03bac961fcaa2a67b286846mlt_after	7	bifunctional enoyl-CoA hydratase/phosphate acetyltransferase	91b97c23ce8f94a3c7cff0cdb2042247mlt_after	5	Dihydroxyacetone phosphate acyltransferase	703f0dba7a0a198df1c4c4e22c131acdmlt_after	6	Formate acetyltransferase 1	d2beecbf5dab3f15c2b4be4a448cad16mlt_after	8	Formate acetyltransferase 2	8f02bf03ce0e97b15f3e0bc7eb063df8mlt_after	9	formate acetyltransferase 3	e24deee0d2b24fbe02989a36f80ca953mlt_after	10
phosphate transporter	univ	cs	10	Phosphate transporter PHO1	50c7d069c7163e87b5f444a759e97964mlt_after	1	Phosphate transporter PHO1-1	a7508ac3d749f5adf958295224131bb2mlt_after	1	Phosphate transporter PHO1-2	c0e36c404c76aba2c81a4d92d54ac68emlt_after	1	Phosphate transporter PHO1-3	41379583a1c8f8b9b7d5a47bbbe48f29mlt_after	1	Glycerol-3-phosphate transporter	e53cd8721cd0835e00363d5471abdfe6mlt_after	0	glycerol-3-phosphate transporter 1	c14cad9befd7d2044ebe1bad0c03eed9mlt_after	0	glycerol-3-phosphate transporter 2	64f108de71f6002e91dafb384895d412mlt_after	0	glycerol-3-phosphate transporter 3	623c3326e716e0ff5050bc0acf0c6809mlt_after	0	glycerol-3-phosphate transporter 4	dd768744daaa6b92667b0242eb3d3a42mlt_after	0	glycerol-3-phosphate transporter 5	2de9e032a358b63254e2d11e1b58872amlt_after	0
phosphate-transport permease PitB	univ	cs	10	Phosphate transport system permease protein PstA	51c3463c0c06b524fc359c673c1946a4mlt_after	0	Phosphate transport system permease protein PstC	80a12b64ff84584d06ab00a8e57823admlt_after	0	phosphate transporter permease subunit PtsA	e20a21d4faef3f93449aaab7c8fbdf48mlt_after	0	phosphate transporter permease subunit PstC	a494c72367634126fe247b106763f8fcmlt_after	0	Phosphate-import permease protein PhnE	7186940628b28d0cf2a7b881b67445edmlt_after	0	transport permease YvfS	734cb74efe7977e060fd0930579f9f42mlt_after	0	Phosphate transport system permease protein PstA 1	952d9b614c6cd9213e9bd8e521123244mlt_after	0	Phosphate transport system permease protein PstA 2	41f5ba7c7e01e6654043ea544b0653c9mlt_after	0	Phosphate transport system permease protein PstC 1	32e64d8feaa9225765917d527e419c84mlt_after	0	Phosphate transport system permease protein PstC 2	21b2e62fbd73cb71b19e5baefdaeeadfmlt_after	0
phosphodiesterase, family	univ	cs	10	phosphodiesterase	6a76ddae108437b9cc44fa5793e88f53mlt_after	1	glycerophosphodiester phosphodiesterase	e28584108c64747ec9c719966c7793a5mlt_after	2	Glycerophosphodiester phosphodiesterase 1	1955c5be4aa1ab41e93319d4de150c3dmlt_after	3	Glycerophosphodiester phosphodiesterase GDE1	c7b1a7d1817d74f2a4c8a9f5f9dadf9fmlt_after	3	Glycerophosphodiester phosphodiesterase GDPD2	2d8bc89189fadd81eda4938414612256mlt_after	3	Glycerophosphodiester phosphodiesterase GDPD3	d8a71a6046ec7d6da343a1bb9a1f279dmlt_after	3	Glycerophosphodiester phosphodiesterase GDPD4	951824150548ab7416034cf5fae16e10mlt_after	3	Glycerophosphodiester phosphodiesterase GDPD5	e72f720fac80df1ac6ea94e3f5edb88amlt_after	3	Glycerophosphodiester phosphodiesterase GDPD6	d3a7d224ca8f3ad81281a2060f8f2c5bmlt_after	3	glycerophosphodiester phosphodiesterase YhdW	b2f5a463224f6b711ca4d8099ccc41e3mlt_after	3
phospholipase, patatin family	univ	cs	10	phospholipase A	84c505dbdebf14e10c2e374a3d1a9c2emlt_after	1	Phospholipase B	e4b2948a68eca2231dbb279accdd7f5fmlt_after	1	Phospholipase C	0e346d1a1eb21d4d85ba2791f39adc84mlt_after	1	Phospholipase D	50fddf18939becaf55d7cd91995bc229mlt_after	1	Phospholipase A2 phospholipin	b9d90ab5731cf2cf5982418aac296ee1mlt_after	10	Phospholipase A I	2fde4d84f7cd87574b6f31f36fedb8e8mlt_after	1	Phospholipase A(2)	6a998318282ad102820b842d0ca25a3fmlt_after	1	Phospholipase A1	da8ae3fb2ea33938b33897e0e593709fmlt_after	1	Phospholipase A2	ef7dca5d181591d7bf5721413b7c73aamlt_after	1	Phospholipase C 1	841fa1b7b27bad539d70f2a602bbdaa6mlt_after	1
phosphomannomutase/phosphoglucomutase (PMM/PGM)	univ	cs	10	phosphomannomutase/phosphoglucomutase	2e0648586fc055d4ff80426f0b3da196mlt_after	1	Phosphoglucomutase/phosphomannomutase	4785975f83cda4141dcd607c2322ed03mlt_after	2	phosphomannomutase	a672a736943466fc0b82fc2c5f85a320mlt_after	3	Phosphoglucomutase	e3db9ecba9bf3bd5b13fb761a2113d22mlt_after	4	Phosphomannomutase 1	395d9fbba8c944f159f031ff8b13b90amlt_after	5	Phosphomannomutase 2	68cc93e957ed83755ab9a61ecc715f40mlt_after	5	Phosphoglucomutase 1	aa4f8e4d4d0578745ab2ac34ea24cf0cmlt_after	7	Phosphoglucomutase 2	c2f4ba6f589a59b991977462f58c89demlt_after	7	Beta-phosphoglucomutase	773277b60db5a4ac82b29853d71e409amlt_after	9	alpha-D-glucose phosphate-specific phosphoglucomutase	ebacac0b03ff06a831285274fda5d52cmlt_after	10
phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase	univ	cs	10	Phosphopantothenoylcysteine decarboxylase	0caa2eb324057a05edaddc371edfff30mlt_after	1	Phosphopantothenoylcysteine decarboxylase subunit SIS2	97ab84acd0b67f396a8f2816bf172915mlt_after	3	Phosphopantothenoylcysteine decarboxylase subunit VHS3	6e07176812ce61020d243b17f6ca0f92mlt_after	3	phosphopantothenate--cysteine ligase	67c272985b4b5181fbd14b12d97b7614mlt_after	2	Phosphopantothenate--cysteine ligase 1	a463d4014a44112f15fe5f01729d76a7mlt_after	5	Phosphopantothenate--cysteine ligase 2	f2a47fe4e3982f3a89029ede5abb44c5mlt_after	5	Phosphopantothenate--cysteine ligase CAB2	d1a9154e19e4c8c11b11af5c34ee4fecmlt_after	5	phosphopantothenate/pantothenate synthetase	98898a06a7faf3c8623c392ccc3f7c5dmlt_after	8	Prephenate decarboxylase	fd9f87594d6b6a59369da1db28969349mlt_after	9	4-phosphopantoate--beta-alanine ligase	341e21428e345f3f1e7b0fde8999bb87mlt_after	10
phosphoribosyl-AMP pyrophosphatase/phosphoribosyl-ATP cyclohydrolase	univ	cs	10	phosphoribosyl-AMP cyclohydrolase	75b443d5f46902eb7010f478407130dbmlt_after	1	Phosphoribosyl-AMP cyclohydrolase 1	063ad477270d6c8afe2ff8a92972520bmlt_after	2	Phosphoribosyl-AMP cyclohydrolase 2	cb2b7febf542d68ceb37952a32764dfamlt_after	2	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	85536ad2eaaaec1ab7b15b465d98b61fmlt_after	4	Phosphoribosyl-ATP pyrophosphohydrolase	c61e938424f3e3c77e911eaf072cc115mlt_after	8	Phosphoribosyl-ATP pyrophosphatase	065f27f9b989a2fe534241512f7212aamlt_after	5	Phosphoribosyl-ATP pyrophosphatase 1	ccda84d8d4e8a15395c642778229c436mlt_after	6	Phosphoribosyl-ATP pyrophosphatase 2	2ab7d4b1fb071a772f601853b7948a9amlt_after	6	GTP cyclohydrolase	8a4d3292cc34dde7daaa1eb39748f618mlt_after	9	GTP cyclohydrolase 1	0cea04a44f73e20ecfab5c2173fe513emlt_after	10
phosphoribosylaminoimidazole carboxylase, catalytic subunit	univ	cs	10	Phosphoribosylaminoimidazole carboxylase	dbf51d20635afc11298b7effe952c51dmlt_after	1	Phosphoribosylaminoimidazole carboxylase, chloroplastic	ed2d061a123a7a79bf5d89b74fcd8a55mlt_after	2	Phosphoribosylaminoimidazolecarboxamide formyltransferase	29d077993dfc08510155b7057aa1af4dmlt_after	9	phosphoribosylaminoimidazolesuccinocarboxamide synthase	a6468079df1c063198dd25a3b7556c67mlt_after	4	Phosphoribosylaminoimidazole-succinocarboxamide synthase	2676c6b88e87504d6bb216b605b721d8mlt_after	3	Phosphoribosylaminoimidazole-succinocarboxamide synthase 1	e89b2fa6fae03fe3674fa6a0949afafcmlt_after	4	Phosphoribosylaminoimidazole-succinocarboxamide synthase A	cb3c627ba13b2bc94dccca506f07fe4amlt_after	4	phosphoribosylaminoimidazole-succinocarboxamide synthase 2	8b92a55b2e4d37d6931b65f18f82ec9cmlt_after	4	phosphoribosylaminoimidazole-succinocarboxamide synthase B	efd053b1eb794d1962c78486c1dfda00mlt_after	4	Phosphoribosylaminoimidazole-succinocarboxamide synthase, chloroplastic	2baf7d90bd95287e99ff60cee9c4a088mlt_after	10
phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	univ	cs	10	Phosphoribosylaminoimidazolecarboxamide formyltransferase	29d077993dfc08510155b7057aa1af4dmlt_after	0	1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	a0602cc8be68edbf6e4ee2e2e2feb2f3mlt_after	1	Phosphoribosylaminoimidazole carboxylase	dbf51d20635afc11298b7effe952c51dmlt_after	0	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	184fe0b6c7fe49911b934ac08f46b474mlt_after	2	phosphoribosylaminoimidazolesuccinocarboxamide synthase	a6468079df1c063198dd25a3b7556c67mlt_after	0	Phosphoribosylaminoimidazole-succinocarboxamide synthase	2676c6b88e87504d6bb216b605b721d8mlt_after	0	Phosphoribosylaminoimidazole-succinocarboxamide synthase 1	e89b2fa6fae03fe3674fa6a0949afafcmlt_after	0	Phosphoribosylaminoimidazole-succinocarboxamide synthase A	cb3c627ba13b2bc94dccca506f07fe4amlt_after	0	phosphoribosylaminoimidazole-succinocarboxamide synthase 2	8b92a55b2e4d37d6931b65f18f82ec9cmlt_after	0	phosphoribosylaminoimidazole-succinocarboxamide synthase B	efd053b1eb794d1962c78486c1dfda00mlt_after	0
phosphoribosylformylglycinamidine synthase I	univ	cs	10	phosphoribosylformylglycinamidine synthase	77098abfa733892e7f68d00d173f9828mlt_after	1	phosphoribosylformylglycinamidine synthase subunit PurQ	eaf186497a1465560a0848a65981a6b5mlt_after	2	phosphoribosylformylglycinamidine synthase subunit PurL	6be332af997d44390399339e51030fc3mlt_after	2	phosphoribosylformylglycinamidine synthase subunit PurS	578943b014e7de16ae6c4110d5f7d740mlt_after	2	phosphoribosylformylglycinamidine cyclo-ligase	a000a98cb4900e18c0eb4d5096ee7255mlt_after	6	phosphoribosylformylglycinamidine synthase, chloroplastic/mitochondrial	8abbd6ec14f22bf8cad99143aa966391mlt_after	7	Phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic	6accb8c3da605f72c74dc0fe0efbc2f4mlt_after	7	phosphoribosylglycinamide formyltransferase	6e6eaddf4dab2ac2c5151f376efe6dffmlt_after	5	Phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic/mitochondrial	8178349d00f860cce466dc47f6fe0ce5mlt_after	9	Phosphoribosylglycinamide formyltransferase, chloroplastic	43ccd79f7b5fd7ea864103f797a7da4emlt_after	10
phosphoribosylformylglycinamidine synthase II	univ	cs	10	phosphoribosylformylglycinamidine synthase	77098abfa733892e7f68d00d173f9828mlt_after	1	phosphoribosylformylglycinamidine synthase subunit PurQ	eaf186497a1465560a0848a65981a6b5mlt_after	2	phosphoribosylformylglycinamidine synthase subunit PurL	6be332af997d44390399339e51030fc3mlt_after	2	phosphoribosylformylglycinamidine synthase subunit PurS	578943b014e7de16ae6c4110d5f7d740mlt_after	2	phosphoribosylformylglycinamidine cyclo-ligase	a000a98cb4900e18c0eb4d5096ee7255mlt_after	6	phosphoribosylformylglycinamidine synthase, chloroplastic/mitochondrial	8abbd6ec14f22bf8cad99143aa966391mlt_after	5	Phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic	6accb8c3da605f72c74dc0fe0efbc2f4mlt_after	7	phosphoribosylglycinamide formyltransferase	6e6eaddf4dab2ac2c5151f376efe6dffmlt_after	8	Phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic/mitochondrial	8178349d00f860cce466dc47f6fe0ce5mlt_after	9	Phosphoribosylglycinamide formyltransferase, chloroplastic	43ccd79f7b5fd7ea864103f797a7da4emlt_after	10
phosphoribosylformylglycinamidine synthase, PurS protein	univ	cs	10	phosphoribosylformylglycinamidine synthase	77098abfa733892e7f68d00d173f9828mlt_after	2	phosphoribosylformylglycinamidine synthase subunit PurS	578943b014e7de16ae6c4110d5f7d740mlt_after	1	phosphoribosylformylglycinamidine synthase subunit PurQ	eaf186497a1465560a0848a65981a6b5mlt_after	3	phosphoribosylformylglycinamidine synthase subunit PurL	6be332af997d44390399339e51030fc3mlt_after	3	phosphoribosylformylglycinamidine cyclo-ligase	a000a98cb4900e18c0eb4d5096ee7255mlt_after	6	phosphoribosylformylglycinamidine synthase, chloroplastic/mitochondrial	8abbd6ec14f22bf8cad99143aa966391mlt_after	5	Phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic	6accb8c3da605f72c74dc0fe0efbc2f4mlt_after	7	phosphoribosylglycinamide formyltransferase	6e6eaddf4dab2ac2c5151f376efe6dffmlt_after	8	Phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic/mitochondrial	8178349d00f860cce466dc47f6fe0ce5mlt_after	9	Phosphoribosylglycinamide formyltransferase, chloroplastic	43ccd79f7b5fd7ea864103f797a7da4emlt_after	10
phosphoserine phosphatase SerB	univ	cs	10	Phosphoserine phosphatase SerB1	17bc7dea59d18a0a3d17421c7089cbcdmlt_after	2	Phosphoserine phosphatase SerB2	b2763b034e1bc217ca57efcfb0ecabd6mlt_after	2	phosphoserine phosphatase	a19d24bda71707eeaa771d8da41fecb5mlt_after	1	Phosphoserine phosphatase 1	64b14ef1ae25d59dec1034e0edababe0mlt_after	4	phosphoserine phosphatase 2	a9284925678c2957465649b608eff562mlt_after	4	Phosphoserine phosphatase RsbP	20bead0dba37c09d9e557edc815358c9mlt_after	6	Phosphoserine phosphatase RsbU	69e4e7d31476e14c069e4f203a927dd5mlt_after	6	Phosphoserine phosphatase RsbX	8eaf15fd7603aff5156b44acb8f208a6mlt_after	6	Phosphoserine phosphatase ThrH	79ba6af202d234c46cd7214062bed497mlt_after	6	phosphoserine phosphatase-like protein	735be63f4d08c98e64414e63c5e5db86mlt_after	6
polar amino acid ABC uptake transporter substrate binding protein	univ	cs	10	ABC transporter substrate-binding protein	9a0823cb9d174428965241f9c74ab322mlt_after	1	high-affinity branched-chain amino acid ABC transporter substrate-binding protein	694af497c28ed4a1c1584c14602d364dmlt_after	3	zinc ABC transporter substrate-binding protein	8481fdf72a5313bb2e26371576805dcamlt_after	0	ABC transporter substrate-binding protein YesO	1ee492cfa1590aa6f8a4853e97e70b83mlt_after	2	sulfate ABC transporter substrate-binding protein	afe88100af0df0c4755d5cd8fedd8e99mlt_after	0	taurine ABC transporter substrate-binding protein	89d04b54573ac1fc3b4be8ce071b8e1emlt_after	0	metal ABC transporter substrate-binding protein Hpf	8114fda093e05a60f84cb4332aef744fmlt_after	0	glutamine ABC transporter substrate-binding protein GlnH	c3d674868f8e6f172c2c1b1bae12f60bmlt_after	4	thiamine ABC transporter substrate binding subunit	9c1af3e70e4135330a2ebeac8b4d1e65mlt_after	5	vitamin B12 ABC transporter substrate-binding protein BtuF	8a91ab147e10d8510d9e132cec8da8bbmlt_after	0
polyA polymerase family protein	univ	cs	10	DNA polymerase family X	cf504dc3899ea259585aa6848ffc9b04mlt_after	9	Poly(A) polymerase	497cf839f43b872926ccec29f1a8a3d3mlt_after	1	Poly(A) polymerase I	99031004491a43e01e09cacecfa51a3dmlt_after	2	Poly(A) polymerase PAPa	5099f24d3f3bbc09ed398610b19ce126mlt_after	2	Poly(A) polymerase beta	de9293d581373629086b52e34827862dmlt_after	2	Poly(A) polymerase pla1	b1c12e72595f83149cc867540322c939mlt_after	2	Poly(A) polymerase alpha	d2dd588530efd4aa023ce6dbfaedad6emlt_after	2	Poly(A) polymerase gamma	d4169906a6b7d7f646230828b471e5d9mlt_after	2	Poly(A) polymerase type 3	ebe2560033490b3e30ae45db802ae72bmlt_after	2	DNA polymerase type-X family protein pol4	293b971369fc4c3740b871d440b8852cmlt_after	10
polyribonucleotide nucleotidyltransferase (Polynucleotidephosphorylase) (PNPase)	univ	cs	10	polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	26174967b0ed0302d2c3a1c2a51438e9mlt_after	10	polyribonucleotide nucleotidyltransferase	fbee2b38ac45ea0fb391a67476b82b1emlt_after	1	Polyribonucleotide nucleotidyltransferase 1	91a9f004bca46f8a6abc1476b103a3f0mlt_after	2	Polyribonucleotide nucleotidyltransferase 2	52f846dda423e91aeb40bcc191816dfemlt_after	2	Polyribonucleotide nucleotidyltransferase 3	daa8ccdeb93655b1115e5a5e1d15ba9bmlt_after	2	Polyribonucleotide nucleotidyltransferase 4	1c9c55b04d13f91b9b4b24176da05a6cmlt_after	2	GDP polyribonucleotidyltransferase	2deb9975efcee6fe0b7120cb148ad914mlt_after	9	Polyribonucleotide nucleotidyltransferase 1, chloroplastic	09185ea3f6c53744cd8fcf21fd42d1bbmlt_after	6	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	f6a40c849b1c30bf778c96cca6d01b70mlt_after	6	Polyribonucleotide nucleotidyltransferase 2, mitochondrial	8246a8d3f6f1547d48521002a06f165fmlt_after	6
polysaccharide biosynthesis protein	univ	cs	10	polysaccharide biosynthesis protein EpsC	02b924ee35158153e6c13d6d77bdac46mlt_after	1	Vi polysaccharide biosynthesis protein TviE	a87ef3fda2ba233c62e203e342e81177mlt_after	2	Vi polysaccharide biosynthesis protein TviD	9858b7ae1c5836a1f97e08fb2c346ebdmlt_after	2	Vi polysaccharide biosynthesis protein TviA	9c3f0d8c403089569232656c8de1aae9mlt_after	2	lipopolysaccharide biosynthesis protein RfbH	0cdcd6b9bccae1e81508bc8415b5df19mlt_after	8	Lipopolysaccharide biosynthesis protein WzxC	40e13255dc8734e3fc94334321f6e3a3mlt_after	9	lipopolysaccharide biosynthesis protein PA4999	29968df5eea4e1abb0236c17e43353c4mlt_after	10	Vi polysaccharide biosynthesis protein VipA/TviB	21bdb8763dc7c7b7e4d4cf13835509c4mlt_after	5	Vi polysaccharide biosynthesis protein VipB/TviC	3116f06a862403aed602da645e71468cmlt_after	5	Vi polysaccharide biosynthesis protein VipC/TviE	3b73c27be201188f6ce484fabe95c7e2mlt_after	5
polysaccharide deacetylase family protein	univ	cs	10	polysaccharide deacetylase PdaB	9cce2a1f6ed488b67b6f43b61598c038mlt_after	1	polysaccharide deacetylase YheN	fdb09e0453e1fa218c5ab2a880ec1a8emlt_after	1	polysaccharide deacetylase YxkH	934f82fc51b113ffed27ca60c46f8ebamlt_after	1	polysaccharide deacetylase/glycosyl transferase	d0c34c0fbfdf80ce3ea7952f4548d467mlt_after	4	chitin disaccharide deacetylase	6b7ec9135935c882fea4d45592e2b5e1mlt_after	5	Chitooligosaccharide deacetylase	f75b4157dc955707e6169c144a78784bmlt_after	5	Chitooligosaccharide deacetylase ChbG	dd92da623c364c130487d0349477145emlt_after	7	Polysaccharide deacetylase domain-containing protein ECU11_0510	23ae6bf9cba261ee7a5b3b9dc0f4f8c6mlt_after	10	Lipopolysaccharide assembly protein A	301f32fa792c2de5ae3158acbfc56ea9mlt_after	8	Lipopolysaccharide assembly protein B	17f6d78c035f2497416865636f4fbf09mlt_after	8
preprotein translocase, SecA subunit	univ	cs	10	preprotein translocase subunit SecA	b126341f8002e4290937382ed5ebec22mlt_after	1	preprotein translocase subunit SecE	54cf9c0f84b464ec69947600943600dfmlt_after	0	preprotein translocase subunit SecG	a5f71b85cff1021b51da97e49be37fc3mlt_after	0	preprotein translocase subunit SecD	46df90367fc06dd1a714d1e15bc5f8bfmlt_after	0	preprotein translocase subunit SecY	1ba6692a46de09dc9a3c9c6b5a58c856mlt_after	0	preprotein translocase subunit SecF	c2f9e76be722f26a7af46c4ac5acb242mlt_after	0	preprotein translocase subunit SecB	9fc684b9fcbfe1da3964d7b76b180aefmlt_after	0	Preprotein translocase subunit SECE1	74e137304ad854978781395b465a0090mlt_after	0	Protein translocase subunit SecA	5cba226771e878462af4992f9e8f7ca5mlt_after	2	preprotein translocase subunit YajC	4057b01994c3ff797f61fc3f0f436314mlt_after	0
preprotein translocase, SecE subunit	univ	cs	10	preprotein translocase subunit SecE	54cf9c0f84b464ec69947600943600dfmlt_after	1	Preprotein translocase subunit SECE1	74e137304ad854978781395b465a0090mlt_after	2	preprotein translocase subunit SecG	a5f71b85cff1021b51da97e49be37fc3mlt_after	0	preprotein translocase subunit SecD	46df90367fc06dd1a714d1e15bc5f8bfmlt_after	0	preprotein translocase subunit SecY	1ba6692a46de09dc9a3c9c6b5a58c856mlt_after	0	preprotein translocase subunit SecF	c2f9e76be722f26a7af46c4ac5acb242mlt_after	0	preprotein translocase subunit SecA	b126341f8002e4290937382ed5ebec22mlt_after	0	preprotein translocase subunit SecB	9fc684b9fcbfe1da3964d7b76b180aefmlt_after	0	Protein translocase subunit SecE	95fd017f2f8002844d83df800110d4f5mlt_after	2	preprotein translocase subunit YajC	4057b01994c3ff797f61fc3f0f436314mlt_after	0
preprotein translocase, SecG subunit	univ	cs	10	preprotein translocase subunit SecG	a5f71b85cff1021b51da97e49be37fc3mlt_after	1	Protein translocase subunit SecG	ef1d5cf521ab9d3c96835aa05170a7bamlt_after	2	preprotein translocase subunit SecE	54cf9c0f84b464ec69947600943600dfmlt_after	0	preprotein translocase subunit SecD	46df90367fc06dd1a714d1e15bc5f8bfmlt_after	0	preprotein translocase subunit SecY	1ba6692a46de09dc9a3c9c6b5a58c856mlt_after	0	preprotein translocase subunit SecF	c2f9e76be722f26a7af46c4ac5acb242mlt_after	0	preprotein translocase subunit SecA	b126341f8002e4290937382ed5ebec22mlt_after	0	preprotein translocase subunit SecB	9fc684b9fcbfe1da3964d7b76b180aefmlt_after	0	Preprotein translocase subunit SECE1	74e137304ad854978781395b465a0090mlt_after	0	preprotein translocase subunit YajC	4057b01994c3ff797f61fc3f0f436314mlt_after	0
preprotein translocase, SecY subunit	univ	cs	10	preprotein translocase subunit SecY	1ba6692a46de09dc9a3c9c6b5a58c856mlt_after	1	preprotein translocase subunit SecE	54cf9c0f84b464ec69947600943600dfmlt_after	0	preprotein translocase subunit SecG	a5f71b85cff1021b51da97e49be37fc3mlt_after	0	preprotein translocase subunit SecD	46df90367fc06dd1a714d1e15bc5f8bfmlt_after	0	preprotein translocase subunit SecF	c2f9e76be722f26a7af46c4ac5acb242mlt_after	0	preprotein translocase subunit SecA	b126341f8002e4290937382ed5ebec22mlt_after	0	preprotein translocase subunit SecB	9fc684b9fcbfe1da3964d7b76b180aefmlt_after	0	Preprotein translocase subunit SECE1	74e137304ad854978781395b465a0090mlt_after	0	Protein translocase subunit SecY	3da887c227336b01d06eb8d5e362910amlt_after	2	Protein translocase subunit SecY 1	041b67005ac5246d18078831a6adf2a6mlt_after	2
